Elapsed Time (s),Speed,Heart Rate,Resistance,Block
106.5,83,159,5,H-0-12-3.202568:B
107,82,159,5,H-1-8-2.078606:
107.5,80,159,5,H-1-8-2.078606:
108,79,159,5,H-1-8-2.078606:
108.5,77,162,5,H-1-8-2.078606:
109,76,162,5,H-0-14-3.4701:
109.5,75,162,5,H-0-14-3.4701:
110,74,162,5,H-0-14-3.4701:
110.5,73,151,5,H-0-14-3.4701:
111,72,151,5,H-3-20-3.943534:
111.5,73,151,5,H-3-20-3.943534:
112,74,151,5,H-3-20-3.943534:
112.5,76,151,5,H-3-20-3.943534:
113,77,151,5,H-3-20-2.871791:C
113.5,78,151,5,H-3-20-2.871791:C
114,78,151,5,H-3-20-2.871791:C
114.5,78,146,5,H-3-20-2.871791:C
115,79,146,5,N
115.5,81,146,5,N
116,85,146,5,N
116.5,88,130,15,N
117,88,130,5,H-1-7.942033-3.731723:
117.5,84,130,5,H-1-7.942033-3.731723:
118,79,130,5,H-1-7.942033-3.731723:
118.5,78,130,5,H-3-16.31487-2.28598:
119,79,130,5,H-3-16.31487-2.28598:
119.5,80,130,5,H-3-16.31487-2.28598:
120,81,130,5,H-3-16.31487-2.28598:
120.5,82,130,5,H-0-5.770336-5.5755:
121,83,130,5,H-0-5.770336-5.5755:
121.5,83,130,5,H-0-5.770336-5.5755:
122,82,130,15,H-0-5.770336-5.5755:
122.5,82,130,5,H-3-16.18922-3.265061:C
123,81,130,5,H-3-16.18922-3.265061:C
123.5,80,130,5,H-3-16.18922-3.265061:C
124,80,130,5,H-1-9.246224-4.364242:C
124.5,80,130,5,H-1-9.246224-4.364242:C
125,78,130,5,H-1-9.246224-4.364242:C
125.5,78,130,5,H-1-9.246224-4.364242:C
126,79,130,5,H-2-14.54096-3.099118:
126.5,80,130,5,H-2-14.54096-3.099118:
127,80,130,5,H-2-14.54096-3.099118:
127.5,79,130,5,H-2-14.54096-3.099118:
128,79,130,5,H-0-15.05707-4.458768:
128.5,79,130,5,H-0-15.05707-4.458768:
129,78,130,5,H-0-15.05707-4.458768:
129.5,78,130,15,H-0-15.05707-4.458768:
130,79,130,1,H-1-9.021306-4.992723:C
130.5,81,131,1,H-1-9.021306-4.992723:C
131,87,131,1,H-1-9.021306-4.992723:C
131.5,93,131,1,H-1-9.021306-4.992723:C
132,98,131,1,H-0-11.90135-3.28068:
132.5,101,132,1,H-0-11.90135-3.28068:
133,102,132,1,H-0-11.90135-3.28068:
133.5,101,132,1,H-1-9.118176-5.780417:P1
134,101,132,1,H-1-9.118176-5.780417:P1
134.5,99,133,1,H-1-9.118176-5.780417:P1
135,97,133,1,X
135.5,94,133,1,X
136,92,133,1,X
136.5,90,134,1,H-3-20-2.556208:C
137,89,134,1,H-3-20-2.556208:C
137.5,89,134,1,H-3-20-2.556208:C
138,89,134,1,H-2-11-3.27237:
138.5,89,135,1,H-2-11-3.27237:
139,90,135,1,H-2-11-3.27237:
139.5,91,135,1,H-2-11-3.27237:
140,92,135,1,H-3-20-5.578755:BP3
140.5,93,136,1,H-3-20-5.578755:BP3
141,93,136,1,H-3-20-5.578755:BP3
141.5,93,136,1,H-3-20-4.157083:
142,93,136,1,H-3-20-4.157083:
142.5,93,136,1,H-3-20-4.157083:
143,93,136,1,H-3-20-3.844678:
143.5,91,136,1,H-3-20-3.844678:
144,90,136,1,H-3-20-3.844678:
144.5,89,136,1,H-3-20-3.844678:
145,88,136,1,H-0-7-3.201462:C
145.5,87,136,1,H-0-7-3.201462:C
146,87,136,1,H-0-7-3.201462:C
146.5,86,136,5,H-3-20-4.789203:
147,85,136,5,H-3-20-4.789203:
147.5,82,136,5,H-3-20-4.789203:
148,79,136,5,H-3-20-4.789203:
148.5,79,135,5,H-1-13-2.542631:
149,78,135,5,H-1-13-2.542631:
149.5,76,135,5,H-1-13-2.542631:
150,74,135,5,H-1-13-2.542631:
150.5,72,134,5,H-1-15-3.858288:
151,71,134,5,H-1-15-3.858288:
151.5,69,134,5,H-1-15-3.858288:
152,68,134,5,H-1-15-3.858288:
152.5,67,133,5,H-3-20-2.015198:
153,67,133,5,H-3-20-2.015198:
153.5,68,133,5,H-3-20-2.015198:
154,68,133,5,H-3-20-2.015198:
154.5,68,132,5,H-3-20-2.015198:
155,67,132,5,L
155.5,66,132,5,L
156,66,132,5,L
156.5,69,130,15,L
157,69,130,5,
157.5,63,130,5,
158,56,130,5,
158.5,54,129,5,
159,59,129,5,
159.5,67,129,5,
160,73,129,5,
160.5,77,129,5,
161,78,129,5,
161.5,78,129,5,H-2-13-3.372026:
162,78,129,5,H-2-13-3.372026:
162.5,78,129,15,H-2-13-3.372026:
163,78,129,15,H-2-13-3.372026:
163.5,74,129,15,H-0-14-2.089933:
164,66,129,15,H-0-14-2.089933:
164.5,56,128,5,H-0-14-2.089933:
165,50,128,5,H-0-14-2.089933:
165.5,52,128,5,H-0-14-2.089933:
166,54,128,5,
166.5,53,129,5,
167,54,129,5,
167.5,54,129,5,
168,56,129,5,
168.5
